"V1","V2"
4136000,3994000
4496000,4574000
4506000,4624000
4696000,4774000
4676000,5164000
4756000,4894000
4786000,4914000
4256000,4124000
4476000,4384000
4896000,5274000
5006000,5024000
4506000,4524000
4666000,4764000
5146000,4964000
4346000,4354000
4626000,5154000
5096000,5024000
5146000,4954000
4816000,5324000
4406000,4434000
4806000,4954000
5076000,5014000
4106000,4224000
4216000,4064000
4476000,4694000
5216000,4914000
4416000,4374000
4796000,4994000
4276000,4384000
4506000,4744000
4256000,4234000
4356000,4364000
4646000,5184000
4466000,4354000
4496000,4824000
4676000,5154000
5016000,5024000
4286000,4274000
4176000,4264000
5186000,4934000
4196000,4054000
4386000,4384000
4826000,4984000
4716000,4774000
4436000,4494000
4986000,5024000
4416000,4284000
4816000,4984000
4916000,5014000
4486000,4714000
4486000,4634000
4286000,4264000
4406000,4314000
4646000,5194000
4746000,4844000
4746000,4884000
4456000,4724000
4776000,4894000
4886000,5364000
4836000,4994000
4466000,4274000
4496000,4614000
4476000,4354000
4876000,4994000
4616000,5154000
4846000,4994000
4706000,5194000
4726000,4804000
4186000,4234000
5046000,5014000
4616000,4664000
4256000,4194000
4296000,4394000
4666000,5224000
4456000,4514000
5156000,4954000
4416000,4274000
4476000,4484000
4536000,4584000
4446000,4484000
4716000,4804000
5036000,5024000
4456000,4544000
5176000,4904000
4156000,4154000
4906000,5334000
4966000,5044000
4496000,4394000
4816000,5334000
4876000,5014000
4666000,4784000
4666000,4774000
4456000,4364000
4826000,4964000
4466000,4484000
4286000,4314000
5186000,4894000
4936000,5014000
4736000,4884000
4486000,4404000
4656000,5134000
4556000,4614000
4276000,4294000
4086000,4304000
4256000,4084000
4786000,4934000
5116000,4994000
4406000,4334000
4826000,5334000
4646000,4714000
4486000,4394000
4146000,3984000
4146000,4244000
4896000,5314000
4606000,4674000
5026000,5024000
4896000,5034000
5046000,5004000
4726000,5194000
4126000,4134000
4226000,4064000
4126000,3994000
4826000,4994000
4446000,4464000
4926000,5004000
4816000,4964000
4596000,4654000
4466000,4724000
5206000,4914000
5106000,4994000
5096000,5014000
4496000,4604000
4446000,4274000
5126000,5004000
4806000,4994000
4636000,5124000
4136000,4284000
4606000,4694000
4426000,4284000
4686000,4794000
4536000,4884000
4276000,4194000
4656000,4704000
5016000,5014000
4246000,4104000
4476000,4674000
4756000,4834000
5056000,4974000
5116000,4984000
4106000,4204000
4186000,4014000
4736000,4804000
4796000,5324000
5016000,4994000
4496000,4724000
4156000,3974000
4166000,4324000
4726000,5214000
5186000,4914000
5176000,4934000
4646000,5174000
5206000,4904000
5166000,4944000
4616000,4694000
4936000,5034000
4956000,5044000
4446000,4494000
4496000,4624000
4466000,4364000
5056000,4994000
5196000,4934000
4126000,4024000
4606000,4684000
5156000,4944000
4946000,5044000
4156000,3964000
5086000,5004000
5106000,5014000
4816000,4994000
5026000,4994000
4856000,4994000
4126000,4004000
5146000,4944000
5016000,5004000
4306000,4214000
5006000,5014000
5116000,5004000
5146000,4984000
4886000,5034000
4736000,4854000
4306000,4244000
4506000,4564000
4936000,5024000
4536000,4604000
4396000,4284000
4906000,5014000
4826000,5324000
4596000,4664000
5196000,4894000
5176000,4914000
4826000,4954000
4766000,4894000
4456000,4704000
4726000,4884000
5196000,4904000
4976000,5024000
4306000,4254000
4426000,4304000
4526000,4884000
4396000,4464000
5136000,4954000
4476000,4664000
4756000,5274000
4966000,5034000
4426000,4324000
5186000,4924000
5176000,4894000
4786000,4924000
5176000,4924000
5216000,4904000
4656000,5224000
4376000,4374000
4996000,5014000
4476000,4714000
4496000,4594000
5046000,4984000
4286000,4174000
5136000,4994000
4506000,4574000
4666000,5144000
4786000,5324000
5026000,5004000
5056000,4984000
4636000,4714000
5036000,5014000
4496000,4454000
5066000,5004000
4466000,4584000
4996000,5004000
4556000,4564000
4286000,4164000
4566000,4974000
4096000,4214000
4786000,4884000
4626000,4664000
4256000,4134000
4486000,4424000
4686000,5224000
4456000,4564000
4526000,4594000
4316000,4254000
5156000,4934000
4466000,4654000
5106000,4984000
4266000,4194000
4476000,4344000
4476000,4454000
5146000,4924000
4346000,4344000
4306000,4264000
4476000,4824000
4546000,4894000
4406000,4324000
4866000,4994000
4676000,5224000
4836000,4974000
4796000,4914000
4386000,4414000
4416000,4304000
5026000,5014000
4566000,4954000
4726000,4874000
4696000,5234000
4576000,4634000
4496000,4764000
5066000,4974000
5046000,4974000
4886000,5024000
4716000,4764000
4606000,4714000
4616000,4624000
5096000,4994000
4366000,4344000
5026000,4984000
4676000,4794000
4486000,4724000
4886000,5004000
5146000,4934000
4786000,4904000
4456000,4274000
4796000,4904000
4466000,4474000
4486000,4334000
4456000,4464000
4956000,5034000
5126000,4994000
5016000,4984000
5006000,5004000
4656000,5214000
4246000,4074000
4906000,5354000
5226000,4904000
4466000,4774000
5136000,4944000
5106000,5004000
4546000,4604000
4176000,4014000
5076000,5004000
4476000,4464000
4486000,4344000
4616000,5144000
4286000,4424000
4896000,5024000
4506000,4734000
4456000,4374000
4516000,4624000
4466000,4344000
5176000,4884000
4836000,4984000
4716000,4794000
4276000,4134000
5156000,4924000
4506000,4874000
5166000,4934000
4716000,4744000
4946000,5024000
4456000,4694000
4696000,5224000
4456000,4284000
4816000,4954000
4946000,5034000
4436000,4544000
4686000,4784000
4606000,4664000
4616000,4674000
5056000,4964000
4326000,4394000
4406000,4284000
4756000,4814000
4786000,4894000
4466000,4624000
4656000,4754000
5206000,4894000
4836000,4944000
5166000,4924000
4646000,4744000
5196000,4924000
4516000,4884000
5196000,4914000
4316000,4264000
4616000,4714000
4496000,4324000
5216000,4894000
4796000,4934000
5036000,5004000
5066000,4954000
5186000,4884000
4356000,4334000
4186000,4374000
4706000,4764000
4446000,4524000
5206000,4924000
4446000,4474000
4836000,4964000
4686000,4774000
4716000,4754000
4116000,4184000
4676000,4764000
5226000,4894000
4986000,5014000
5036000,4994000
4206000,4064000
4606000,5074000
5096000,5004000
4626000,5164000
4746000,4804000
4966000,5024000
4836000,4954000
5126000,4984000
5066000,4964000
5196000,4884000
5046000,4964000
4616000,5164000
5036000,4984000
4646000,4704000
4686000,5154000
5066000,4994000
4696000,5244000
5136000,4964000
4556000,4554000
4736000,4774000
4256000,4224000
4366000,4264000
4626000,4674000
4776000,5314000
4606000,4634000
5176000,4874000
4556000,4604000
4656000,4714000
4736000,4744000
4646000,4754000
4146000,4354000
5006000,4994000
4686000,4764000
5046000,4994000
4506000,4724000
5146000,4904000
4976000,5014000
4616000,4614000
4276000,4144000
4886000,5014000
4106000,4194000
4676000,4774000
4166000,4344000
5086000,4994000
4646000,4734000
4666000,5214000
4586000,4994000
4116000,4284000
4436000,4324000
4446000,4634000
4456000,4734000
4936000,5004000
4696000,4764000
4416000,4344000
4916000,5004000
4466000,4494000
4486000,4354000
5186000,4874000
4876000,4984000
4296000,4284000
4506000,4424000
4906000,5364000
5166000,4914000
5216000,4884000
5156000,4914000
4946000,5014000
5016000,4974000
4646000,5144000
4186000,4264000
4616000,5064000
4586000,4634000
4436000,4274000
5146000,4914000
4676000,4754000
4766000,4834000
4776000,5304000
4886000,4994000
4956000,5024000
4596000,4634000
5066000,4944000
4426000,4504000
5066000,4984000
4656000,5154000
4136000,4194000
5166000,4904000
4716000,4784000
4616000,4704000
4616000,4684000
4756000,4844000
4746000,4854000
4386000,4424000
5056000,4954000
4616000,4654000
4436000,4304000
5136000,4984000
4396000,4454000
4796000,4884000
4196000,4034000
5206000,4884000
4756000,4884000
5216000,4874000
4676000,4784000
4736000,4864000
4806000,4904000
4906000,5004000
4626000,4714000
5156000,4904000
4486000,4364000
5046000,4954000
5236000,4884000
5166000,4894000
5226000,4884000
4896000,5014000
4746000,5224000
4246000,4094000
5026000,4974000
4626000,4614000
4766000,4824000
4366000,4334000
4986000,5004000
4616000,5084000
4096000,4304000
4726000,4754000
4316000,4234000
4996000,4994000
4736000,4734000
4826000,4944000
5126000,4954000
4466000,4534000
4976000,5004000
5076000,4994000
4456000,4334000
4186000,4364000
5196000,4874000
4266000,4134000
4636000,4684000
5226000,4874000
4926000,4994000
4806000,4934000
4376000,4324000
5116000,4974000
4366000,4364000
4636000,4674000
4566000,4614000
4726000,5234000
5036000,4974000
4726000,4794000
4536000,4554000
4316000,4224000
4746000,5234000
4946000,5004000
5206000,4874000
4576000,4624000
4296000,4214000
4726000,5204000
4726000,4744000
4796000,4894000
4606000,5034000
4406000,4444000
4686000,4754000
4486000,4324000
4556000,4874000
4266000,4304000
5136000,4974000
4286000,4214000
4606000,5144000
5216000,4864000
4496000,4424000
4616000,5094000
4166000,4224000
5096000,4984000
4676000,5204000
4686000,5144000
4426000,4314000
4606000,5084000
4646000,4724000
4436000,4504000
4126000,4284000
5136000,4934000
4156000,4344000
4166000,3974000
4796000,4874000
4416000,4334000
4196000,4024000
4176000,4004000
5166000,4884000
4386000,4434000
4526000,4524000
5236000,4874000
4286000,4134000
5166000,4874000
4746000,4874000
4426000,4274000
5126000,4974000
4856000,4984000
4846000,4984000
4726000,4774000
4656000,4724000
5086000,4984000
4116000,4124000
4476000,4334000
4496000,4334000
5076000,4984000
4736000,4794000
5186000,4864000
4516000,4544000
4736000,4874000
4466000,4574000
4966000,5014000
4566000,4944000
4476000,4364000
4526000,4894000
4656000,5144000
4506000,4454000
4706000,5204000
4446000,4294000
4126000,4064000
4976000,4994000
5146000,4894000
4236000,4064000
4706000,4754000
4806000,4914000
5056000,4944000
4796000,4924000
4316000,4244000
4446000,4504000
5106000,4914000
5206000,4864000
4486000,4414000
4986000,4994000
4866000,4984000
5076000,4974000
4716000,4734000
4436000,4534000
4566000,4914000
5106000,4974000
5226000,4864000
4516000,4564000
4106000,4164000
5126000,4944000
5026000,4964000
4606000,5134000
4476000,4524000
5006000,4984000
4816000,4944000
4636000,4664000
4616000,5104000
4636000,4654000
4466000,4374000
4506000,4614000
5136000,4924000
4276000,4224000
5046000,4944000
4666000,5194000
4626000,4684000
4196000,4044000
4136000,3984000
5086000,4974000
4146000,3974000
4326000,4254000
4476000,4494000
4376000,4244000
4506000,4604000
5196000,4864000
5126000,4964000
4476000,4814000
4746000,4764000
4706000,4744000
5076000,4944000
4896000,5004000
5076000,4954000
4366000,4354000
4416000,4324000
4546000,4584000
4626000,5114000
4446000,4324000
4146000,4334000
4546000,5054000
4536000,4894000
4626000,4654000
4746000,4774000
4456000,4474000
4286000,4194000
5106000,4964000
4606000,5154000
5016000,4964000
5036000,4964000
4816000,4934000
4806000,4894000
4736000,4764000
4416000,4314000
4726000,4734000
4396000,4474000
4106000,4094000
5106000,4904000
4396000,4274000
4476000,4374000
5096000,4974000
4296000,4274000
4956000,5014000
5066000,4934000
4516000,4804000
4766000,4844000
4476000,4734000
4276000,4174000
4466000,4334000
4366000,4234000
4266000,4234000
4176000,4374000
4826000,4884000
4356000,4234000
5236000,4864000
4726000,4764000
4156000,4314000
5076000,4964000
4576000,4614000
4576000,4604000
4666000,5154000
4366000,4314000
4496000,4364000
4816000,4894000
4526000,4604000
4456000,4504000
4666000,5184000
4726000,4784000
4126000,4194000
4366000,4274000
4496000,4414000
4936000,4994000
4996000,4984000
4976000,4984000
4966000,5004000
4826000,4874000
4776000,4884000
4276000,4424000
4606000,4624000
4566000,4604000
4506000,4394000
5176000,4864000
4486000,4514000
4136000,4294000
4696000,4754000
4736000,4784000
4406000,4274000
4476000,4724000
4156000,4214000
4646000,5164000
4656000,4734000
4916000,4994000
5096000,4964000
4526000,4954000
4706000,4734000
4356000,4344000
4946000,4984000
5116000,4964000
4626000,5174000
4686000,4744000
5036000,4944000
4156000,4244000
4266000,4214000
4456000,4744000
4566000,5064000
5136000,4914000
4516000,4604000
4466000,4644000
4476000,4324000
5156000,4894000
4396000,4294000
4366000,4324000
4746000,4734000
4926000,4784000
4946000,4974000
5126000,4934000
5016000,4954000
4986000,4984000
4296000,4164000
4906000,4994000
4756000,4854000
5006000,4974000
4816000,4884000
5036000,4954000
5206000,4854000
4746000,4744000
4606000,4644000
4436000,4314000
4666000,5244000
5116000,4904000
4966000,4994000
4946000,4994000
4496000,4814000
4496000,4784000
4746000,4864000
4146000,4344000
4686000,5234000
4696000,5254000
4956000,5004000
4186000,4004000
5116000,4894000
4576000,4984000
4536000,4594000
4596000,5134000
5086000,4964000
4456000,4494000
4386000,4304000
5106000,4894000
4256000,4404000
4486000,4384000
4666000,5134000
4376000,4234000
4646000,4664000
4756000,4874000
5216000,4854000
4516000,4554000
4756000,4804000
4506000,4404000
5076000,4934000
4216000,4054000
5116000,4914000
4276000,4084000
4696000,4744000
4456000,4604000
4656000,4694000
4666000,4744000
5106000,4954000
4616000,5044000
4966000,4984000
4346000,4414000
4986000,4974000
4136000,4184000
5156000,4884000
4626000,4694000
4936000,4984000
5056000,4934000
4456000,4294000
5226000,4854000
5126000,4924000
5166000,4864000
4496000,4774000
4546000,4544000
4836000,4934000
4666000,4704000
4886000,4984000
4576000,5064000
5196000,4854000
5136000,4904000
4496000,4344000
5026000,4954000
4406000,4294000
4806000,4884000
5146000,4884000
4846000,4974000
4806000,4924000
4176000,4364000
4516000,4424000
5186000,4854000
4676000,5234000
4476000,4474000
5136000,4894000
4996000,4974000
4116000,4224000
4496000,4314000
4276000,4304000
4766000,4884000
4766000,4814000
4136000,4064000
4226000,4054000
4156000,4334000
5046000,4934000
4916000,4784000
4156000,4324000
4676000,5244000
4676000,4744000
4776000,4824000
4466000,4264000
4466000,4324000
4936000,4974000
4126000,4164000
4556000,4574000
5126000,4914000
4496000,4354000
4526000,4534000
4446000,4514000
5096000,4954000
4656000,4744000
4846000,4944000
4496000,4514000
4346000,4244000
4686000,5254000
4476000,4784000
5116000,4884000
4196000,4014000
4626000,5054000
4576000,5074000
4266000,4104000
4686000,5244000
4486000,4774000
5156000,4874000
5206000,4844000
5126000,4884000
4636000,4704000
4626000,4624000
4926000,4984000
4306000,4284000
4846000,4934000
4116000,4084000
4606000,4654000
4376000,4294000
4466000,4634000
4286000,4294000
4536000,4934000
4646000,5134000
4116000,4294000
4336000,4264000
4556000,5054000
4196000,4004000
5126000,4904000
4956000,4984000
4596000,5024000
4436000,4554000
4876000,4974000
4956000,4994000
4816000,4904000
4896000,4994000
5126000,4894000
5026000,4944000
5236000,4854000
5236000,4844000
5116000,4954000
4706000,5244000
4296000,4424000
4456000,4614000
5226000,4844000
4786000,4874000
4296000,4174000
4776000,4834000
4326000,4404000
5086000,4954000
4546000,4934000
5016000,4944000
4946000,4964000
5006000,4964000
5106000,4944000
4676000,4644000
4426000,4514000
5136000,4884000
4996000,4964000
4846000,4964000
5126000,4874000
4106000,4244000
4766000,4874000
4856000,4974000
4276000,4204000
5106000,4924000
4846000,4954000
4986000,4964000
4116000,3984000
5066000,4924000
4836000,4874000
5116000,4924000
4976000,4974000
4256000,4184000
4466000,4524000
4746000,4794000
4626000,4704000
4616000,4634000
4816000,4874000
4686000,4624000
4486000,4504000
4286000,4304000
4806000,4874000
4096000,4164000
5096000,4924000
4466000,4734000
5196000,4844000
4706000,4724000
4456000,4594000
4746000,4784000
4136000,4054000
4686000,4634000
5176000,4854000
4756000,4864000
4556000,5064000
5096000,4914000
4666000,5234000
4146000,4154000
4356000,4354000
4216000,4394000
4516000,4614000
4336000,4414000
5096000,4944000
5216000,4844000
4566000,5054000
4626000,5064000
5086000,4944000
4506000,4354000
4616000,5134000
4156000,3954000
4126000,4234000
4096000,4204000
4646000,4654000
4616000,5054000
4636000,4694000
5076000,4924000
4526000,4514000
4366000,4304000
4676000,4634000
4586000,4624000
4646000,5154000
4626000,4604000
4646000,4674000
4526000,5044000
4676000,4654000
4586000,5104000
4936000,4964000
4866000,4974000
4426000,4584000
4116000,4074000
4696000,4734000
4916000,4984000
4106000,4154000
4296000,4204000
4736000,4754000
4456000,4584000
4926000,4794000
5086000,4934000
4466000,4284000
4836000,4884000
4476000,4744000
4436000,4514000
5186000,4844000
5136000,4874000
5006000,4954000
5106000,4934000
4726000,4724000
4316000,4214000
4956000,4974000
5116000,4944000
5146000,4874000
4716000,4724000
4316000,4394000
4546000,4594000
4496000,4804000
4556000,4964000
5156000,4864000
4966000,4974000
4766000,4864000
4826000,4934000
4566000,5074000
5116000,4934000
4936000,4794000
5046000,4924000
5136000,4864000
4306000,4414000
5056000,4924000
4766000,4854000
5106000,4884000
4646000,4694000
5096000,4934000
5206000,4834000
4566000,4984000
5026000,4934000
4176000,3994000
4446000,4264000
4246000,4174000
5036000,4934000
4126000,3974000
5076000,4914000
4456000,4754000
4916000,4794000
4826000,4864000
4826000,4894000
4446000,4304000
5176000,4844000
4596000,5144000
5126000,4864000
4486000,4374000
4826000,4924000
4746000,4754000
4196000,3994000
4606000,5094000
4486000,4494000
5146000,4844000
4476000,4834000
5196000,4834000
4266000,4114000
4666000,4714000
4316000,4424000
4736000,4724000
4656000,5234000
4656000,5244000
5136000,4854000
4526000,5034000
4956000,4964000
4096000,4154000
5096000,4904000
5166000,4854000
4636000,5174000
4816000,4924000
4556000,4594000
4616000,4644000
4556000,4884000
4666000,4654000
4646000,4684000
4126000,4274000
5066000,4914000
4356000,4294000
4396000,4444000
4996000,4954000
4856000,4964000
4696000,4624000
4116000,4174000
4436000,4524000
4756000,4794000
4496000,4384000
5156000,4854000
4416000,4494000
5116000,4874000
4886000,4974000
4176000,3984000
4706000,5234000
4566000,4934000
4156000,4164000
4686000,4734000
4546000,4904000
4166000,3964000
4946000,4944000
4466000,4504000
4366000,4424000
4376000,4304000
4946000,4954000
4456000,4484000
4416000,4504000
5226000,4834000
5146000,4864000
4286000,4204000
4486000,4464000
5146000,4854000
4696000,4724000
4996000,4794000
4896000,4984000
4126000,4294000
4906000,4794000
4756000,4764000
4226000,4394000
4796000,4864000
4506000,4344000
4806000,4864000
4446000,4564000
4416000,4484000
4776000,4874000
4556000,4974000
4556000,5074000
5216000,4834000
4486000,4314000
4926000,4974000
4266000,4184000
4776000,4814000
4836000,4864000
4906000,4984000
4276000,4124000
4666000,4724000
4636000,5134000
5086000,4924000
4956000,4954000
5076000,4904000
4636000,4644000
4666000,4694000
4536000,4924000
4626000,4644000
4756000,4754000
4456000,4324000
4506000,4414000
4776000,4844000
4596000,4624000
4146000,3964000
4876000,4964000
5126000,4854000
5186000,4834000
4296000,4294000
4636000,5184000
4486000,4804000
4966000,4964000
4656000,4654000
4476000,4794000
4976000,4964000
5056000,4914000
4866000,4964000
4776000,4864000
5156000,4844000
4956000,4944000
4816000,4914000
4666000,4644000
5046000,4914000
4986000,4954000
4746000,4724000
4376000,4424000
4856000,4864000
5136000,4844000
5086000,4904000
5206000,4824000
4556000,4894000
4516000,5034000
4566000,4924000
4446000,4314000
4416000,4264000
4926000,4804000
4846000,4924000
4256000,4104000
5086000,4914000
5196000,4824000
4566000,4564000
5016000,4934000
4636000,4614000
5026000,4924000
5036000,4924000
4886000,4944000
4466000,4514000
4606000,5164000
4706000,4614000
4376000,4434000
4306000,4154000
4856000,4954000
4926000,4964000
4626000,5144000
4516000,4514000
4496000,4374000
4556000,4544000
5096000,4894000
4666000,4664000
4276000,4214000
4456000,4574000
5176000,4834000
4116000,4274000
4546000,5064000
4816000,4864000
4856000,4944000
4476000,4504000
4916000,4804000
4936000,4954000
4526000,4554000
4286000,4144000
4896000,4934000
4506000,4384000
5066000,4904000
4666000,5124000
4896000,4944000
5006000,4944000
5166000,4844000
4976000,4804000
5106000,4874000
4946000,4934000
5196000,4814000
4426000,4264000
4356000,4444000
4166000,4254000
4656000,4664000
4686000,4644000
4966000,4954000
4756000,4774000
4676000,4624000
4576000,5054000
4276000,4154000
4266000,4124000
4376000,4314000
4966000,4934000
4526000,4384000
4476000,4514000
4656000,4644000
4696000,4614000
4316000,4404000
4506000,4324000
4296000,4154000
4636000,4604000
5216000,4824000
4626000,4634000
4116000,3974000
4516000,4394000
4116000,4264000
4556000,4954000
4936000,4804000
4856000,4924000
5186000,4824000
4756000,4784000
4776000,4854000
4106000,4304000
4446000,4664000
4326000,4224000
4666000,4734000
4496000,4464000
4856000,4934000
4646000,4644000
4846000,4864000
4966000,4944000
4556000,5084000
4616000,5114000
4146000,4324000
4756000,4724000
4886000,4964000
5206000,4814000
4506000,4314000
4986000,4924000
4846000,4874000
4256000,4174000
4456000,4264000
4466000,4744000
4676000,4734000
4866000,4854000
4716000,4714000
4596000,5154000
4406000,4504000
4896000,4974000
4566000,5084000
4936000,4944000
5096000,4884000
4246000,4064000
4666000,4634000
4916000,4974000
5236000,4834000
4546000,4924000
5236000,4824000
4906000,4924000
4906000,4974000
5086000,4894000
4606000,5124000
4506000,4804000
4446000,4674000
5126000,4844000
4906000,4914000
4106000,4294000
5226000,4824000
4476000,4314000
4136000,4334000
5056000,4904000
4566000,4554000
4276000,4164000
5066000,4894000
4416000,4474000
4626000,5124000
4756000,4734000
4756000,4744000
4606000,4614000
4706000,4624000
4506000,4364000
4866000,4954000
5116000,4864000
4366000,4294000
5186000,4814000
4986000,4944000
4906000,4804000
4896000,4954000
4246000,4054000
4516000,4454000
4706000,4714000
4916000,4814000
4556000,5044000
4956000,4934000
4916000,4904000
4516000,4814000
5146000,4834000
4126000,4144000
5036000,4914000
4866000,4844000
4976000,4934000
4836000,4924000
4856000,4854000
4596000,4614000
4436000,4264000
4926000,4954000
5166000,4834000
4446000,4624000
4946000,4804000
4676000,4664000
4406000,4494000
4266000,4164000
5076000,4894000
5176000,4824000
4326000,4244000
5136000,4834000
4886000,4954000
4686000,4614000
4896000,4964000
4396000,4264000
4116000,4254000
4986000,4934000
4566000,4594000
4556000,4584000
4496000,4794000
4306000,4274000
5246000,4814000
4596000,5034000
4436000,4254000
5196000,4804000
4686000,4724000
4906000,4934000
4976000,4954000
4466000,4294000
4446000,4744000
4976000,4924000
4916000,4964000
5216000,4814000
4276000,4094000
5066000,4884000
4826000,4904000
4496000,4504000
4836000,4894000
4496000,4874000
4556000,4984000
4836000,4854000
4136000,3974000
4406000,4264000
4446000,4714000
4926000,4814000
4876000,4944000
4306000,4204000
4456000,4634000
4916000,4824000
4466000,4784000
4156000,4354000
4766000,4764000
4376000,4254000
4636000,4634000
4916000,4954000
4786000,4814000
4966000,4804000
4766000,4754000
4956000,4804000
4876000,4954000
4526000,4294000
5236000,4814000
4116000,3994000
4466000,4804000
4696000,4634000
4126000,4034000
5096000,4874000
5186000,4804000
4636000,4624000
4206000,4054000
4546000,5044000
4676000,4724000
5246000,4804000
4366000,4284000
4506000,4884000
4886000,4934000
4106000,4254000
4726000,4714000
4906000,4944000
4996000,4944000
5166000,4824000
4826000,4914000
5176000,4814000
4126000,4044000
4446000,4734000
5086000,4884000
4906000,4964000
4866000,4944000
4176000,3974000
4916000,4914000
4786000,4754000
5156000,4834000
4256000,4074000
4456000,4304000
4966000,4924000
4586000,4614000
5046000,4904000
4136000,4174000
4326000,4264000
4586000,5044000
5246000,4794000
4896000,4794000
4466000,4314000
5226000,4814000
4466000,4814000
4526000,4284000
4506000,4304000
4906000,4954000
5196000,4794000
4976000,4944000
4766000,4804000
4426000,4524000
4946000,4914000
4476000,4774000
5076000,4874000
4986000,4804000
4906000,4904000
4786000,4744000
4086000,4204000
4236000,4054000
4686000,4654000
4316000,4434000
4566000,4574000
4616000,5124000
5236000,4794000
4736000,4714000
5236000,4804000
4586000,5004000
4506000,4514000
4486000,4784000
4576000,4994000
4766000,4774000
4826000,4854000
4636000,5154000
5076000,4884000
5086000,4874000
4856000,4914000
4466000,4764000
4616000,4604000
4656000,4634000
4926000,4824000
4606000,4594000
5206000,4804000
4476000,4804000
4266000,4094000
4946000,4924000
4516000,4294000
4766000,4724000
5026000,4914000
4936000,4934000
5066000,4874000
4646000,4634000
4386000,4444000
4916000,4834000
4906000,4814000
4946000,4904000
5106000,4864000
4256000,4414000
4896000,4924000
4586000,5054000
4936000,4814000
5016000,4924000
5056000,4884000
4456000,4624000
4516000,4384000
4986000,4914000
4316000,4274000
4996000,4804000
4456000,4254000
4086000,4214000
4846000,4884000
4506000,4334000
5186000,4794000
4296000,4184000
4076000,4304000
5006000,4934000
4916000,4894000
4816000,4854000
4876000,4834000
4556000,4924000
4106000,4114000
5226000,4804000
5056000,4894000
4776000,4754000
4656000,4674000
4176000,4354000
4866000,4704000
5216000,4804000
4636000,5144000
4916000,4944000
4436000,4634000
5166000,4814000
4876000,4844000
4676000,4714000
4576000,4594000
4656000,4684000
4546000,4954000
5126000,4834000
4526000,4544000
4556000,5094000
4476000,4264000
4636000,5164000
4506000,4814000
4516000,5044000
4096000,4194000
4266000,4424000
5176000,4804000
4926000,4834000
4516000,4284000
4586000,4594000
4536000,4904000
4916000,4874000
4766000,4744000
4366000,4224000
4926000,4944000
4606000,5044000
4466000,4754000
4806000,4854000
4516000,4404000
4536000,4544000
4696000,4714000
4746000,4714000
4586000,4604000
4716000,4704000
4786000,4864000
4576000,5094000
4186000,3994000
4446000,4724000
4136000,4354000
5086000,4864000
4676000,4704000
4496000,4494000
4506000,4374000
4446000,4984000
4446000,4994000
4786000,4824000
5156000,4824000
4436000,4644000
4866000,4834000
4766000,4784000
4776000,4744000
4666000,4674000
4666000,4624000
4846000,4854000
4516000,4304000
4866000,4914000
4976000,4914000
4376000,4444000
4376000,4224000
4766000,4794000
5116000,4854000
4536000,4284000
5226000,4794000
4126000,4154000
4426000,4544000
4466000,4794000
5056000,4874000
4106000,4184000
4406000,4254000
4956000,4924000
5046000,4874000
4486000,4484000
4796000,4744000
4546000,5114000
4486000,4854000
4866000,4904000
4136000,4344000
4716000,4614000
4866000,4934000
4916000,4844000
4986000,4894000
4536000,5044000
5196000,4784000
5206000,4794000
4116000,4154000
4646000,4624000
4936000,4824000
4926000,4844000
4886000,4824000
4906000,4894000
4326000,4424000
5046000,4884000
4436000,4654000
4836000,4914000
5096000,4864000
4436000,4244000
4926000,4894000
4906000,4824000
4656000,4624000
4656000,4614000
4476000,4274000
4986000,4904000
4426000,4254000
4496000,4304000
4536000,4524000
5036000,4904000
4576000,5084000
4876000,4934000
4916000,4884000
5236000,4784000
4436000,4624000
4426000,4634000
4846000,4914000
4326000,4414000
4266000,4224000
4676000,4614000
4796000,4754000
4466000,4824000
4776000,4764000
4876000,4824000
4896000,4894000
4916000,4854000
4896000,4804000
4786000,4764000
5076000,4864000
4916000,4924000
5046000,4894000
4896000,4914000
4676000,4694000
4526000,4394000
5006000,4794000
5156000,4814000
4876000,4894000
4506000,4294000
4886000,4844000
4516000,4894000
4666000,4684000
4356000,4424000
4606000,5054000
4406000,4474000
4796000,4814000
4946000,4814000
5026000,4884000
4916000,4864000
5216000,4794000
4646000,4614000
4996000,4934000
4456000,4314000
4526000,4424000
4136000,4224000
4516000,4344000
4366000,4434000
4866000,4924000
4486000,4234000
4736000,4704000
4526000,4434000
4896000,4904000
4206000,4394000
4966000,4914000
4706000,4604000
4386000,4294000
4696000,4644000
5146000,4824000
4516000,4414000
4976000,4884000
4326000,4214000
4216000,4014000
4646000,4604000
5166000,4804000
5226000,4784000
4836000,4904000
4936000,4924000
4876000,4904000
4996000,4904000
4906000,4884000
4986000,4884000
4916000,4934000
4606000,4604000
4996000,4924000
4756000,4714000
4516000,5024000
5206000,4784000
5006000,4724000
4386000,4464000
4726000,4704000
4726000,4694000
4946000,4894000
4206000,4034000
4886000,4924000
5136000,4824000
4546000,4944000
4786000,4834000
5086000,4854000
4656000,4604000
4556000,4904000
4316000,4204000
4436000,4724000
4456000,4984000
4786000,4844000
4926000,4854000
4906000,4834000
4886000,4834000
4416000,4514000
4666000,4594000
4496000,4484000
4926000,4904000
4896000,4814000
4166000,3954000
4996000,4914000
4526000,5024000
4696000,4604000
4516000,4314000
4626000,5134000
4896000,4884000
4956000,4904000
4976000,4874000
4096000,4294000
4766000,4734000
4956000,4914000
4976000,4814000
4146000,4314000
